Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
37,4950,0.0,8813.59,47.38006549236299,7834.67,24.352236327315286,5167.94,20.450887214954463,4985.43,25.327453464371402,5043.9,20.93544671825584
38,4950,0.0,8776.63,52.19769239065163,7897.93,22.27797526298523,5167.86,19.082500312637706,4989.31,23.10874380843841,5045.62,23.53668102208452
39,4950,0.0,8737.06,50.98045178935221,7956.27,24.892437292146273,5169.72,20.21104808381952,4995.09,22.89594159265221,5036.62,21.06544875650959
40,4950,0.0,8705.91,45.593525811891276,8012.04,24.688327917328373,5171.62,20.651891101315783,4990.52,19.607502171723493,5037.65,20.950820238999444
41,4950,0.0,8662.47,46.58357429329993,8069.66,21.956899930214522,5168.92,21.710529028724075,4995.17,24.95169272207739,5028.14,22.072433559359133
42,4950,0.0,8614.38,48.32858492871606,8126.6,23.513589451397863,5168.24,20.58592242335043,4995.12,21.469395648106854,5031.54,21.113172679776497
43,4950,0.0,8587.35,44.78103291674846,8177.71,27.734416864031573,5170.95,18.83547855843468,4993.3,24.488504827507715,5026.26,23.73065187439735
44,4950,0.0,8541.29,42.641634465613414,8236.74,24.655042306009356,5172.19,20.201357590143502,4991.19,22.580359303222487,5021.65,22.69800640914296
45,4950,0.0,8483.39,46.98353354359827,8286.4,28.366290992064236,5167.26,18.76899441939156,4996.14,22.19018802183624,5019.79,22.95639036490403
46,4950,0.0,8441.29,43.642555221510875,8333.98,29.6613818922446,5167.16,20.80778797479541,4996.43,21.255185938799247,5014.73,23.55172901071043
47,4950,0.0,8391.53,39.5776834883376,8386.19,29.30842434136877,5167.8,19.964109210422002,5002.51,23.262010040216023,5018.51,22.437565452480435
48,4950,0.0,8348.62,41.464547349135344,8438.77,24.21154870942978,5168.08,20.12269435942484,5000.7,22.217246917790256,5013.67,21.666459206465984
49,4950,0.0,8303.16,40.604453156785844,8487.14,26.813617827702792,5168.38,19.940710097484473,4996.79,20.026898578328762,5010.71,22.423965805009658
