compromise_pdi,borda sum
3.333333333333333,143
3.257142857142857,133
3.2952380952380955,132
3.276190476190476,144
3.323809523809524,129
3.428571428571429,141
3.1047619047619053,139
3.495238095238095,153
3.5238095238095233,133
3.5428571428571427,139
4.123809523809524,143
3.3238095238095235,144
3.0761904761904764,140
3.447619047619048,135
3.914285714285714,157
3.7333333333333334,140
3.685714285714286,134
3.476190476190476,142
3.6380952380952385,146
3.552380952380952,156
3.2476190476190476,123
3.2571428571428567,138
3.59047619047619,132
3.447619047619048,165
3.1428571428571432,137
3.142857142857143,145
3.5047619047619047,158
3.104761904761905,134
3.8285714285714287,140
3.9809523809523806,144
3.6,153
3.2190476190476183,146
3.3619047619047624,141
3.895238095238096,149
3.161904761904762,147
3.619047619047619,147
3.057142857142857,126
2.7714285714285714,140
3.8666666666666667,147
3.3714285714285714,123
2.9904761904761905,128
3.4190476190476193,166
3.790476190476191,144
3.7619047619047623,136
3.5714285714285716,139
3.1714285714285713,146
3.19047619047619,142
3.4190476190476202,138
3.4285714285714284,145
3.8285714285714283,132
3.676190476190476,121
3.980952380952381,154
3.342857142857143,143
3.4190476190476184,141
3.4095238095238094,134
3.7619047619047628,155
2.9809523809523806,147
3.114285714285714,124
3.352380952380952,139
3.571428571428572,152
3.7238095238095235,141
3.5142857142857142,129
3.009523809523809,130
3.8190476190476192,163
3.961904761904762,153
3.333333333333333,164
3.466666666666667,149
3.476190476190476,126
3.295238095238095,120
3.1523809523809523,138
3.2380952380952377,145
3.323809523809524,125
3.428571428571429,145
3.5619047619047617,149
3.038095238095238,136
3.2476190476190476,150
3.6190476190476186,149
3.8380952380952373,155
3.333333333333333,142
2.8190476190476192,127
3.2285714285714295,135
3.5809523809523816,161
3.1904761904761907,153
3.0761904761904764,131
2.7619047619047614,135
3.4285714285714284,153
3.333333333333333,134
3.1904761904761902,152
3.542857142857143,149
3.638095238095238,149
3.466666666666667,156
3.980952380952381,156
4.133333333333333,144
3.8571428571428577,156
3.333333333333333,139
3.5333333333333337,134
2.7238095238095243,134
3.733333333333334,133
3.971428571428572,141
3.190476190476191,158
3.1142857142857143,130
3.7333333333333334,135
2.8761904761904766,118
2.971428571428571,130
2.8476190476190477,142
3.104761904761905,147
3.4380952380952383,137
4.076190476190476,145
3.8095238095238098,149
3.247619047619047,132
3.2666666666666666,139
3.0952380952380953,142
3.4571428571428573,140
3.333333333333333,143
3.5428571428571423,136
3.552380952380952,125
3.0571428571428565,145
2.8857142857142857,148
3.428571428571428,144
3.714285714285714,143
3.5619047619047617,154
3.8571428571428568,143
3.485714285714285,150
3.057142857142857,131
3.1523809523809523,144
3.39047619047619,137
3.1523809523809523,157
3.4190476190476193,125
3.40952380952381,132
3.4571428571428573,144
3.771428571428572,151
3.2380952380952372,148
3.685714285714285,138
3.447619047619047,140
2.923809523809524,143
3.095238095238095,157
3.6,155
3.914285714285715,163
3.3142857142857145,121
3.8952380952380956,168
3.6666666666666665,148
3.1714285714285717,144
3.2095238095238092,148
3.1238095238095234,129
3.352380952380953,142
3.5142857142857142,141
3.466666666666667,142
2.9333333333333327,128
3.1047619047619044,134
3.628571428571429,135
3.2095238095238092,127
3.60952380952381,146
2.628571428571428,134
3.5142857142857147,133
3.219047619047619,133
3.6571428571428575,145
3.1238095238095234,129
3.3238095238095235,156
3.1619047619047627,143
3.0190476190476194,146
3.4,132
3.647619047619047,124
3.066666666666667,148
3.676190476190475,148
2.676190476190476,129
3.5428571428571436,140
3.552380952380952,129
3.371428571428572,149
3.761904761904762,142
3.647619047619048,123
3.447619047619048,148
3.285714285714286,121
3.2476190476190476,128
3.447619047619048,145
3.580952380952381,145
3.7619047619047623,148
3.1238095238095243,138
3.2952380952380955,150
3.990476190476191,155
3.390476190476191,138
2.752380952380952,137
3.419047619047619,137
3.714285714285715,130
3.057142857142857,127
3.647619047619047,150
3.2285714285714286,141
3.2476190476190476,131
3.2380952380952386,118
3.5428571428571427,140
3.3714285714285714,151
2.8857142857142857,142
3.742857142857143,140
2.990476190476191,142
3.2285714285714286,152
3.761904761904762,138
3.371428571428571,143
3.342857142857142,134
2.961904761904762,147
3.2761904761904765,145
3.466666666666666,136
3.523809523809524,131
3.5047619047619047,150
3.323809523809524,136
3.5238095238095237,142
3.2857142857142856,128
3.5333333333333337,153
3.3999999999999995,144
3.5238095238095237,165
3.590476190476191,166
3.9142857142857137,158
2.923809523809523,121
3.3047619047619046,142
3.733333333333333,151
3.438095238095238,134
3.314285714285714,148
3.3809523809523814,146
3.1904761904761902,127
3.228571428571428,147
3.7619047619047614,98
3.752380952380953,164
3.6190476190476186,121
3.352380952380953,156
3.5238095238095237,156
3.0952380952380953,140
3.1428571428571423,136
3.4285714285714284,138
2.9523809523809526,131
3.066666666666667,135
3.6761904761904756,144
3.1238095238095234,137
2.6190476190476186,133
3.3904761904761904,158
3.7428571428571433,133
3.5047619047619047,164
2.904761904761905,131
3.0095238095238095,131
3.1904761904761902,148
3.457142857142857,157
3.3142857142857136,136
3.3047619047619055,149
3.6761904761904756,142
3.3238095238095235,143
3.4857142857142858,141
2.8285714285714283,132
3.8476190476190477,167
3.447619047619047,140
3.428571428571429,136
3.419047619047619,134
2.9714285714285715,130
3.6666666666666674,137
3.095238095238095,123
3.257142857142857,144
3.3238095238095235,132
3.095238095238095,126
3.123809523809524,139
3.4095238095238103,151
3.419047619047619,141
3.5809523809523816,149
3.571428571428572,150
3.495238095238095,138
3.628571428571429,155
2.961904761904762,138
3.3428571428571425,144
3.0,124
3.5047619047619043,133
2.5904761904761906,123
2.7142857142857144,131
3.295238095238095,149
3.6,140
3.523809523809524,138
2.8571428571428568,128
3.428571428571429,131
3.380952380952381,154
3.1999999999999997,134
3.4761904761904763,149
3.6571428571428575,138
3.5619047619047626,137
3.009523809523809,133
3.361904761904762,143
3.4476190476190474,154
3.3809523809523814,121
3.733333333333333,145
2.933333333333333,144
3.247619047619047,139
3.428571428571429,151
3.285714285714286,160
3.5142857142857142,121
2.9333333333333327,129
3.295238095238096,155
3.314285714285714,125
3.438095238095238,151
3.276190476190476,156
3.2476190476190476,134
3.333333333333333,139
3.4761904761904763,135
3.5809523809523816,142
3.0666666666666664,138
2.6571428571428575,134
3.3428571428571434,143
2.8666666666666663,137
3.4,161
3.2380952380952386,130
3.533333333333334,142
3.923809523809524,161
3.3999999999999995,143
3.0666666666666664,131
3.628571428571428,149
3.1809523809523803,129
3.3999999999999995,122
3.40952380952381,124
3.533333333333333,142
3.409523809523809,147
3.2857142857142856,145
3.1333333333333333,138
3.5904761904761906,141
3.0857142857142854,147
3.3523809523809525,152
3.5904761904761906,128
3.180952380952381,141
3.257142857142857,139
3.3619047619047624,133
3.1428571428571432,130
3.1333333333333337,147
3.361904761904762,154
3.9523809523809526,125
3.6952380952380954,127
3.5619047619047617,138
3.5238095238095237,154
3.3714285714285714,150
3.4857142857142858,131
3.0761904761904764,136
3.4,152
3.1999999999999997,137
3.4761904761904763,136
3.752380952380952,132
3.1904761904761907,124
3.4857142857142853,134
3.9047619047619047,121
3.6380952380952376,153
3.6666666666666665,140
3.7714285714285714,153
3.2380952380952377,128
3.580952380952381,151
2.8761904761904766,152
3.104761904761905,114
3.1238095238095234,148
3.6,154
3.3809523809523805,154
3.257142857142857,141
3.4190476190476184,148
3.1619047619047613,132
3.2095238095238097,147
3.3809523809523805,151
3.542857142857143,146
2.904761904761905,123
3.3238095238095235,134
3.3333333333333335,139
3.609523809523809,153
3.4190476190476184,153
3.1809523809523808,157
3.276190476190476,148
3.752380952380953,150
3.5047619047619047,149
3.685714285714286,123
3.571428571428571,132
3.5142857142857147,120
3.228571428571428,146
3.6952380952380954,138
3.4952380952380957,144
3.4095238095238103,150
3.542857142857143,156
2.8095238095238093,129
3.40952380952381,122
2.98095238095238,127
3.171428571428571,160
2.8857142857142852,127
3.495238095238096,154
3.466666666666667,160
3.3047619047619046,142
3.20952380952381,155
3.5714285714285716,152
